"orderid","employee","order_date","required_date","shipped_date","shipper","freight","customer","city","country","product","category","current_price","ordered_price","quantity","discount","total_sale_price"
11028,"Andrew Fuller","1998-04-16","1998-05-14","1998-04-22","Speedy Express","29.59","Königlich Essen","Brandenburg","Germany","Pâté chinois","Meat/Poultry","24","24",35,"0","840.00"
11028,"Andrew Fuller","1998-04-16","1998-05-14","1998-04-22","Speedy Express","29.59","Königlich Essen","Brandenburg","Germany","Raclette Courdavault","Dairy Products","55","55",24,"0","1320.00"
11029,"Margaret Peacock","1998-04-16","1998-05-14","1998-04-27","Speedy Express","47.84","Chop-suey Chinese","Bern","Switzerland","Gnocchi di nonna Alice","Grains/Cereals","38","38",20,"0","760.00"
11029,"Margaret Peacock","1998-04-16","1998-05-14","1998-04-27","Speedy Express","47.84","Chop-suey Chinese","Bern","Switzerland","Vegie-spread","Condiments","43.9","43.9",12,"0","526.80"
11030,"Robert King","1998-04-17","1998-05-15","1998-04-27","United Package","830.75","Save-a-lot Markets","Boise","USA","Chang","Beverages","19","19",100,"0.25","1425.00"
11030,"Robert King","1998-04-17","1998-05-15","1998-04-27","United Package","830.75","Save-a-lot Markets","Boise","USA","Chef Anton's Gumbo Mix","Condiments","21.35","21.35",70,"0","1494.50"
11030,"Robert King","1998-04-17","1998-05-15","1998-04-27","United Package","830.75","Save-a-lot Markets","Boise","USA","Thüringer Rostbratwurst","Meat/Poultry","123.79","123.79",60,"0.25","5570.55"
11030,"Robert King","1998-04-17","1998-05-15","1998-04-27","United Package","830.75","Save-a-lot Markets","Boise","USA","Raclette Courdavault","Dairy Products","55","55",100,"0.25","4125.00"
11031,"Michael Suyama","1998-04-17","1998-05-15","1998-04-24","United Package","227.22","Save-a-lot Markets","Boise","USA","Chai","Beverages","18","18",45,"0","810.00"
11031,"Michael Suyama","1998-04-17","1998-05-15","1998-04-24","United Package","227.22","Save-a-lot Markets","Boise","USA","Konbu","Seafood","6","6",80,"0","480.00"
11031,"Michael Suyama","1998-04-17","1998-05-15","1998-04-24","United Package","227.22","Save-a-lot Markets","Boise","USA","Guaraná Fantástica","Beverages","4.5","4.5",21,"0","94.50"
11031,"Michael Suyama","1998-04-17","1998-05-15","1998-04-24","United Package","227.22","Save-a-lot Markets","Boise","USA","Wimmers gute Semmelknödel","Grains/Cereals","33.25","33.25",20,"0","665.00"
11031,"Michael Suyama","1998-04-17","1998-05-15","1998-04-24","United Package","227.22","Save-a-lot Markets","Boise","USA","Flotemysost","Dairy Products","21.5","21.5",16,"0","344.00"
11032,"Andrew Fuller","1998-04-17","1998-05-15","1998-04-23","Federal Shipping","606.19","White Clover Markets","Seattle","USA","Inlagd Sill","Seafood","19","19",35,"0","665.00"
11032,"Andrew Fuller","1998-04-17","1998-05-15","1998-04-23","Federal Shipping","606.19","White Clover Markets","Seattle","USA","Côte de Blaye","Beverages","263.5","263.5",25,"0","6587.50"
11032,"Andrew Fuller","1998-04-17","1998-05-15","1998-04-23","Federal Shipping","606.19","White Clover Markets","Seattle","USA","Raclette Courdavault","Dairy Products","55","55",30,"0","1650.00"
11033,"Robert King","1998-04-17","1998-05-15","1998-04-23","Federal Shipping","84.74","Richter Supermarkt","Genève","Switzerland","Perth Pasties","Meat/Poultry","32.8","32.8",70,"0.1","2066.40"
11033,"Robert King","1998-04-17","1998-05-15","1998-04-23","Federal Shipping","84.74","Richter Supermarkt","Genève","Switzerland","Gudbrandsdalsost","Dairy Products","36","36",36,"0.1","1166.40"
11034,"Laura Callahan","1998-04-20","1998-06-01","1998-04-27","Speedy Express","40.32","Old World Delicatessen","Anchorage","USA","Sir Rodney's Scones","Confections","10","10",15,"0.1","135.00"
11034,"Laura Callahan","1998-04-20","1998-06-01","1998-04-27","Speedy Express","40.32","Old World Delicatessen","Anchorage","USA","Gula Malacca","Condiments","19.45","19.45",12,"0","233.40"
11034,"Laura Callahan","1998-04-20","1998-06-01","1998-04-27","Speedy Express","40.32","Old World Delicatessen","Anchorage","USA","Sirop d'érable","Condiments","28.5","28.5",6,"0","171.00"
11035,"Andrew Fuller","1998-04-20","1998-05-18","1998-04-24","United Package","0.17","Suprêmes délices","Charleroi","Belgium","Chai","Beverages","18","18",10,"0","180.00"
11035,"Andrew Fuller","1998-04-20","1998-05-18","1998-04-24","United Package","0.17","Suprêmes délices","Charleroi","Belgium","Steeleye Stout","Beverages","18","18",60,"0","1080.00"
11035,"Andrew Fuller","1998-04-20","1998-05-18","1998-04-24","United Package","0.17","Suprêmes délices","Charleroi","Belgium","Singaporean Hokkien Fried Mee","Grains/Cereals","14","14",30,"0","420.00"
11035,"Andrew Fuller","1998-04-20","1998-05-18","1998-04-24","United Package","0.17","Suprêmes délices","Charleroi","Belgium","Tourtière","Meat/Poultry","7.45","7.45",10,"0","74.50"
11036,"Laura Callahan","1998-04-20","1998-05-18","1998-04-22","Federal Shipping","149.47","Drachenblut Delikatessen","Aachen","Germany","Konbu","Seafood","6","6",7,"0","42.00"
11036,"Laura Callahan","1998-04-20","1998-05-18","1998-04-22","Federal Shipping","149.47","Drachenblut Delikatessen","Aachen","Germany","Raclette Courdavault","Dairy Products","55","55",30,"0","1650.00"
11037,"Robert King","1998-04-21","1998-05-19","1998-04-27","Speedy Express","3.2","Godos Cocina Típica","Sevilla","Spain","Outback Lager","Beverages","15","15",4,"0","60.00"
11038,"Nancy Davolio","1998-04-21","1998-05-19","1998-04-30","United Package","29.59","Suprêmes délices","Charleroi","Belgium","Boston Crab Meat","Seafood","18.4","18.4",5,"0.2","73.60"
11038,"Nancy Davolio","1998-04-21","1998-05-19","1998-04-30","United Package","29.59","Suprêmes délices","Charleroi","Belgium","Filo Mix","Grains/Cereals","7","7",2,"0","14.00"
11038,"Nancy Davolio","1998-04-21","1998-05-19","1998-04-30","United Package","29.59","Suprêmes délices","Charleroi","Belgium","Flotemysost","Dairy Products","21.5","21.5",30,"0","645.00"
11039,"Nancy Davolio","1998-04-21","1998-05-19",NULL,"United Package","65","LINO-Delicateses","I. de Margarita","Venezuela","Rössle Sauerkraut","Produce","45.6","45.6",20,"0","912.00"
11039,"Nancy Davolio","1998-04-21","1998-05-19",NULL,"United Package","65","LINO-Delicateses","I. de Margarita","Venezuela","Steeleye Stout","Beverages","18","18",24,"0","432.00"
11039,"Nancy Davolio","1998-04-21","1998-05-19",NULL,"United Package","65","LINO-Delicateses","I. de Margarita","Venezuela","Maxilaku","Confections","20","20",60,"0","1200.00"
11039,"Nancy Davolio","1998-04-21","1998-05-19",NULL,"United Package","65","LINO-Delicateses","I. de Margarita","Venezuela","Ravioli Angelo","Grains/Cereals","19.5","19.5",28,"0","546.00"
11040,"Margaret Peacock","1998-04-22","1998-05-20",NULL,"Federal Shipping","18.84","Great Lakes Food Market","Eugene","USA","Sir Rodney's Scones","Confections","10","10",20,"0","200.00"
11041,"Janet Leverling","1998-04-22","1998-05-20","1998-04-28","United Package","48.22","Chop-suey Chinese","Bern","Switzerland","Chang","Beverages","19","19",30,"0.2","456.00"
11041,"Janet Leverling","1998-04-22","1998-05-20","1998-04-28","United Package","48.22","Chop-suey Chinese","Bern","Switzerland","Vegie-spread","Condiments","43.9","43.9",30,"0","1317.00"
11042,"Andrew Fuller","1998-04-22","1998-05-06","1998-05-01","Speedy Express","29.99","Comércio Mineiro","Sao Paulo","Brazil","Gula Malacca","Condiments","19.45","19.45",15,"0","291.75"
11042,"Andrew Fuller","1998-04-22","1998-05-06","1998-05-01","Speedy Express","29.99","Comércio Mineiro","Sao Paulo","Brazil","Sirop d'érable","Condiments","28.5","28.5",4,"0","114.00"
11043,"Steven Buchanan","1998-04-22","1998-05-20","1998-04-29","United Package","8.8","Spécialités du monde","Paris","France","Queso Cabrales","Dairy Products","21","21",10,"0","210.00"
11044,"Margaret Peacock","1998-04-23","1998-05-21","1998-05-01","Speedy Express","8.72","Wolski  Zajazd","Warszawa","Poland","Tarte au sucre","Confections","49.3","49.3",12,"0","591.60"
11045,"Michael Suyama","1998-04-23","1998-05-21",NULL,"United Package","70.58","Bottom-Dollar Markets","Tsawassen","Canada","Geitost","Dairy Products","2.5","2.5",15,"0","37.50"
11045,"Michael Suyama","1998-04-23","1998-05-21",NULL,"United Package","70.58","Bottom-Dollar Markets","Tsawassen","Canada","Manjimup Dried Apples","Produce","53","53",24,"0","1272.00"
11046,"Laura Callahan","1998-04-23","1998-05-21","1998-04-24","United Package","71.64","Die Wandernde Kuh","Stuttgart","Germany","Queso Manchego La Pastora","Dairy Products","38","38",20,"0.05","722.00"
11046,"Laura Callahan","1998-04-23","1998-05-21","1998-04-24","United Package","71.64","Die Wandernde Kuh","Stuttgart","Germany","Mascarpone Fabioli","Dairy Products","32","32",15,"0.05","456.00"
11046,"Laura Callahan","1998-04-23","1998-05-21","1998-04-24","United Package","71.64","Die Wandernde Kuh","Stuttgart","Germany","Steeleye Stout","Beverages","18","18",18,"0.05","307.80"
11047,"Robert King","1998-04-24","1998-05-22","1998-05-01","Federal Shipping","46.62","Eastern Connection","London","UK","Chai","Beverages","18","18",25,"0.25","337.50"
11047,"Robert King","1998-04-24","1998-05-22","1998-05-01","Federal Shipping","46.62","Eastern Connection","London","UK","Chef Anton's Gumbo Mix","Condiments","21.35","21.35",30,"0.25","480.38"
11048,"Robert King","1998-04-24","1998-05-22","1998-04-30","Federal Shipping","24.12","Bottom-Dollar Markets","Tsawassen","Canada","Scottish Longbreads","Confections","12.5","12.5",42,"0","525.00"
11049,"Janet Leverling","1998-04-24","1998-05-22","1998-05-04","Speedy Express","8.34","Gourmet Lanchonetes","Campinas","Brazil","Chang","Beverages","19","19",10,"0.2","152.00"
11049,"Janet Leverling","1998-04-24","1998-05-22","1998-05-04","Speedy Express","8.34","Gourmet Lanchonetes","Campinas","Brazil","Queso Manchego La Pastora","Dairy Products","38","38",4,"0.2","121.60"
11050,"Laura Callahan","1998-04-27","1998-05-25","1998-05-05","United Package","59.41","Folk och fä HB","Bräcke","Sweden","Lakkalikööri","Beverages","18","18",50,"0.1","810.00"
11051,"Robert King","1998-04-27","1998-05-25",NULL,"Federal Shipping","2.79","La maison d'Asie","Toulouse","France","Guaraná Fantástica","Beverages","4.5","4.5",10,"0.2","36.00"
11052,"Janet Leverling","1998-04-27","1998-05-25","1998-05-01","Speedy Express","67.26","Hanari Carnes","Rio de Janeiro","Brazil","Ipoh Coffee","Beverages","46","46",30,"0.2","1104.00"
11052,"Janet Leverling","1998-04-27","1998-05-25","1998-05-01","Speedy Express","67.26","Hanari Carnes","Rio de Janeiro","Brazil","Sirop d'érable","Condiments","28.5","28.5",10,"0.2","228.00"
11053,"Andrew Fuller","1998-04-27","1998-05-25","1998-04-29","United Package","53.05","Piccolo und mehr","Salzburg","Austria","Carnarvon Tigers","Seafood","62.5","62.5",35,"0.2","1750.00"
11053,"Andrew Fuller","1998-04-27","1998-05-25","1998-04-29","United Package","53.05","Piccolo und mehr","Salzburg","Austria","Mascarpone Fabioli","Dairy Products","32","32",20,"0","640.00"
11053,"Andrew Fuller","1998-04-27","1998-05-25","1998-04-29","United Package","53.05","Piccolo und mehr","Salzburg","Austria","Wimmers gute Semmelknödel","Grains/Cereals","33.25","33.25",25,"0.2","665.00"
11054,"Laura Callahan","1998-04-28","1998-05-26",NULL,"Speedy Express","0.33","Cactus Comidas para llevar","Buenos Aires","Argentina","Geitost","Dairy Products","2.5","2.5",10,"0","25.00"
11054,"Laura Callahan","1998-04-28","1998-05-26",NULL,"Speedy Express","0.33","Cactus Comidas para llevar","Buenos Aires","Argentina","Laughing Lumberjack Lager","Beverages","14","14",20,"0","280.00"
11055,"Robert King","1998-04-28","1998-05-26","1998-05-05","United Package","120.92","HILARION-Abastos","San Cristóbal","Venezuela","Guaraná Fantástica","Beverages","4.5","4.5",15,"0","67.50"
11055,"Robert King","1998-04-28","1998-05-26","1998-05-05","United Package","120.92","HILARION-Abastos","San Cristóbal","Venezuela","NuNuCa Nuß-Nougat-Creme","Confections","14","14",15,"0","210.00"
11055,"Robert King","1998-04-28","1998-05-26","1998-05-05","United Package","120.92","HILARION-Abastos","San Cristóbal","Venezuela","Manjimup Dried Apples","Produce","53","53",20,"0","1060.00"
11055,"Robert King","1998-04-28","1998-05-26","1998-05-05","United Package","120.92","HILARION-Abastos","San Cristóbal","Venezuela","Ravioli Angelo","Grains/Cereals","19.5","19.5",20,"0","390.00"
11056,"Laura Callahan","1998-04-28","1998-05-12","1998-05-01","United Package","278.96","Eastern Connection","London","UK","Uncle Bob's Organic Dried Pears","Produce","30","30",40,"0","1200.00"
11056,"Laura Callahan","1998-04-28","1998-05-12","1998-05-01","United Package","278.96","Eastern Connection","London","UK","Pâté chinois","Meat/Poultry","24","24",35,"0","840.00"
11056,"Laura Callahan","1998-04-28","1998-05-12","1998-05-01","United Package","278.96","Eastern Connection","London","UK","Camembert Pierrot","Dairy Products","34","34",50,"0","1700.00"
11057,"Janet Leverling","1998-04-29","1998-05-27","1998-05-01","Federal Shipping","4.13","North/South","London","UK","Outback Lager","Beverages","15","15",3,"0","45.00"
11058,"Anne Dodsworth","1998-04-29","1998-05-27",NULL,"Federal Shipping","31.14","Blauer See Delikatessen","Mannheim","Germany","Sir Rodney's Scones","Confections","10","10",3,"0","30.00"
11058,"Anne Dodsworth","1998-04-29","1998-05-27",NULL,"Federal Shipping","31.14","Blauer See Delikatessen","Mannheim","Germany","Camembert Pierrot","Dairy Products","34","34",21,"0","714.00"
11058,"Anne Dodsworth","1998-04-29","1998-05-27",NULL,"Federal Shipping","31.14","Blauer See Delikatessen","Mannheim","Germany","Sirop d'érable","Condiments","28.5","28.5",4,"0","114.00"
11059,"Andrew Fuller","1998-04-29","1998-06-10",NULL,"United Package","85.8","Ricardo Adocicados","Rio de Janeiro","Brazil","Konbu","Seafood","6","6",30,"0","180.00"
11059,"Andrew Fuller","1998-04-29","1998-06-10",NULL,"United Package","85.8","Ricardo Adocicados","Rio de Janeiro","Brazil","Alice Mutton","Meat/Poultry","39","39",12,"0","468.00"
11059,"Andrew Fuller","1998-04-29","1998-06-10",NULL,"United Package","85.8","Ricardo Adocicados","Rio de Janeiro","Brazil","Camembert Pierrot","Dairy Products","34","34",35,"0","1190.00"
11060,"Andrew Fuller","1998-04-30","1998-05-28","1998-05-04","United Package","10.98","Franchi S.p.A.","Torino","Italy","Camembert Pierrot","Dairy Products","34","34",4,"0","136.00"
11060,"Andrew Fuller","1998-04-30","1998-05-28","1998-05-04","United Package","10.98","Franchi S.p.A.","Torino","Italy","Original Frankfurter grüne Soße","Condiments","13","13",10,"0","130.00"
11061,"Margaret Peacock","1998-04-30","1998-06-11",NULL,"Federal Shipping","14.01","Great Lakes Food Market","Eugene","USA","Camembert Pierrot","Dairy Products","34","34",15,"0","510.00"
11062,"Margaret Peacock","1998-04-30","1998-05-28",NULL,"United Package","29.93","Reggiani Caseifici","Reggio Emilia","Italy","Perth Pasties","Meat/Poultry","32.8","32.8",10,"0.2","262.40"
11062,"Margaret Peacock","1998-04-30","1998-05-28",NULL,"United Package","29.93","Reggiani Caseifici","Reggio Emilia","Italy","Outback Lager","Beverages","15","15",12,"0.2","144.00"
11063,"Janet Leverling","1998-04-30","1998-05-28","1998-05-06","United Package","81.73","Hungry Owl All-Night Grocers","Cork","Ireland","Sasquatch Ale","Beverages","14","14",30,"0","420.00"
11063,"Janet Leverling","1998-04-30","1998-05-28","1998-05-06","United Package","81.73","Hungry Owl All-Night Grocers","Cork","Ireland","Boston Crab Meat","Seafood","18.4","18.4",40,"0.1","662.40"
11063,"Janet Leverling","1998-04-30","1998-05-28","1998-05-06","United Package","81.73","Hungry Owl All-Night Grocers","Cork","Ireland","Jack's New England Clam Chowder","Seafood","9.65","9.65",30,"0.1","260.55"
11064,"Nancy Davolio","1998-05-01","1998-05-29","1998-05-04","Speedy Express","30.09","Save-a-lot Markets","Boise","USA","Alice Mutton","Meat/Poultry","39","39",77,"0.1","2702.70"
11064,"Nancy Davolio","1998-05-01","1998-05-29","1998-05-04","Speedy Express","30.09","Save-a-lot Markets","Boise","USA","Jack's New England Clam Chowder","Seafood","9.65","9.65",12,"0","115.80"
11064,"Nancy Davolio","1998-05-01","1998-05-29","1998-05-04","Speedy Express","30.09","Save-a-lot Markets","Boise","USA","Perth Pasties","Meat/Poultry","32.8","32.8",25,"0.1","738.00"
11064,"Nancy Davolio","1998-05-01","1998-05-29","1998-05-04","Speedy Express","30.09","Save-a-lot Markets","Boise","USA","Pâté chinois","Meat/Poultry","24","24",4,"0.1","86.40"
11064,"Nancy Davolio","1998-05-01","1998-05-29","1998-05-04","Speedy Express","30.09","Save-a-lot Markets","Boise","USA","Scottish Longbreads","Confections","12.5","12.5",55,"0","687.50"
11065,"Laura Callahan","1998-05-01","1998-05-29",NULL,"Speedy Express","12.91","LILA-Supermercado","Barquisimeto","Venezuela","Nord-Ost Matjeshering","Seafood","25.89","25.89",4,"0.25","77.67"
11065,"Laura Callahan","1998-05-01","1998-05-29",NULL,"Speedy Express","12.91","LILA-Supermercado","Barquisimeto","Venezuela","Tourtière","Meat/Poultry","7.45","7.45",20,"0.25","111.75"
11066,"Robert King","1998-05-01","1998-05-29","1998-05-04","United Package","44.72","White Clover Markets","Seattle","USA","Pavlova","Confections","17.45","17.45",3,"0","52.35"
11066,"Robert King","1998-05-01","1998-05-29","1998-05-04","United Package","44.72","White Clover Markets","Seattle","USA","Teatime Chocolate Biscuits","Confections","9.2","9.2",42,"0","386.40"
11066,"Robert King","1998-05-01","1998-05-29","1998-05-04","United Package","44.72","White Clover Markets","Seattle","USA","Sasquatch Ale","Beverages","14","14",35,"0","490.00"
